AF3,F7,F3,FC5,T7,P7,O1,2,P8,T8,FC6,F4,F8,AF4,label
4410.26,4012.31,4278.46,4133.33,4356.92,4601.54,4075.9,4600,4201.54,4257.44,4253.85,4315.9,4687.69,4481.03,1
4328.72,4019.49,4297.44,4153.33,4340.51,4610.26,4072.82,4623.08,4216.41,4247.18,4214.87,4306.67,4625.64,4390.77,1
4314.87,3971.79,4261.54,4091.28,4334.87,4603.08,4094.36,4624.62,4215.9,4251.79,4244.62,4294.36,4671.28,4420,1
4330.77,4053.33,4265.64,4118.97,4358.46,4641.03,4115.9,4628.72,4217.95,4242.56,4236.41,4300.51,4639.49,4390.26,1
4386.67,4031.79,4290.26,4125.64,4328.72,4605.64,4055.38,4614.36,4208.21,4253.85,4239.49,4314.87,4665.64,4456.92,1
4415.9,4053.33,4278.46,4161.54,4345.64,4601.54,4059.49,4587.69,4198.97,4255.9,4241.54,4302.56,4671.28,4477.44,1
4400,4022.05,4313.85,4139.49,4356.92,4630.26,4085.64,4637.44,4228.21,4287.18,4286.15,4341.54,4753.33,4506.67,1
4389.74,4054.36,4359.49,4188.72,4419.49,4702.56,4166.67,4694.87,4276.41,4311.28,4306.67,4364.1,4705.13,4465.64,1
4320,3967.69,4257.95,4095.38,4331.28,4602.56,4099.49,4620,4206.15,4240.51,4245.64,4295.9,4675.9,4428.72,1
4354.87,3980,4266.67,4096.41,4329.23,4595.9,4083.08,4614.36,4212.82,4248.21,4255.38,4304.62,4698.46,4446.15,1
4390.26,4035.9,4285.64,4139.49,4330.77,4610.26,4061.03,4620,4224.62,4251.79,4247.69,4313.33,4667.18,4459.49,1
4327.69,4055.9,4283.59,4153.33,4353.85,4631.28,4080,4615.38,4213.85,4255.38,4208.21,4285.64,4613.33,4384.62,1
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,1
4365.64,3989.74,4295.9,4137.44,4350.26,4621.54,4087.18,4620.51,4213.33,4272.31,4237.95,4309.74,4664.1,4432.31,1
4360.51,4043.08,4324.1,4182.56,4407.69,4684.62,4150.77,4676.92,4263.59,4289.74,4283.08,4330.77,4674.36,4420.51,1
4346.67,3995.38,4277.95,4112.31,4333.33,4627.69,4103.08,4628.72,4206.67,4218.46,4208.21,4306.15,4629.23,4399.49,1
4403.08,4076.92,4342.56,4200,4397.44,4665.13,4132.31,4669.74,4254.36,4274.87,4227.18,4333.33,4647.69,4431.79,1
4423.08,4128.21,4296.41,4165.13,4350.26,4610.26,4052.82,4571.28,4177.44,4213.85,4215.38,4296.92,4648.21,4453.85,1
4331.28,4051.28,4269.23,4114.36,4352.31,4630.77,4105.13,4627.69,4213.33,4226.67,4222.05,4295.38,4622.56,4384.62,1
4367.69,4031.28,4318.97,4168.21,4397.95,4666.15,4123.59,4663.08,4245.64,4274.87,4219.49,4322.05,4631.28,4402.56,1
4321.54,4025.13,4284.1,4142.05,4365.13,4629.23,4105.13,4628.21,4211.28,4247.69,4231.79,4295.9,4631.79,4395.38,1
4405.13,4038.46,4276.92,4119.49,4321.54,4606.15,4057.95,4615.38,4200.51,4244.62,4247.18,4308.21,4680,4482.05,1
4356.41,4011.28,4300,4151.79,4389.74,4666.67,4120.51,4662.56,4241.54,4264.62,4204.62,4314.36,4610.77,4390.77,1
4366.15,3940.51,4251.79,4086.67,4311.28,4587.69,4075.9,4625.13,4228.21,4262.05,4293.85,4326.67,4774.36,4477.44,1
4362.56,3988.72,4263.59,4127.18,4347.18,4603.08,4069.74,4596.41,4195.38,4236.92,4211.79,4292.31,4620,4416.92,1
4380.51,4004.1,4264.62,4124.62,4358.97,4615.38,4078.46,4592.82,4190.77,4244.62,4225.64,4297.44,4645.13,4435.9,1
4372.31,4051.28,4337.44,4189.23,4416.41,4690.77,4150.77,4674.36,4261.03,4301.54,4288.72,4346.15,4691.79,4447.69,1
4335.38,4024.1,4294.87,4150.77,4356.41,4628.21,4098.46,4632.82,4215.38,4245.64,4228.72,4301.03,4630.77,4405.13,1
4321.03,3968.72,4252.31,4114.36,4327.18,4602.56,4069.23,4616.92,4209.23,4262.05,4212.82,4297.95,4702.05,4417.44,1
4332.31,4013.85,4305.64,4147.69,4374.36,4651.79,4109.74,4652.31,4238.97,4247.18,4200.51,4305.64,4619.49,4379.49,1
4318.46,3917.95,4250.26,4065.64,4323.08,4604.62,4098.46,4650.26,4240.51,4270.77,4280,4313.85,4730.26,4432.82,1
4404.62,4041.54,4290.77,4132.31,4320.51,4602.56,4060,4613.33,4200.51,4241.54,4242.56,4316.41,4674.87,4470.26,1
4390.77,4114.36,4306.15,4169.23,4338.97,4612.82,4075.9,4592.31,4175.38,4192.82,4196.92,4297.44,4579.49,4430.26,1
4344.62,4023.59,4302.56,4153.33,4383.08,4658.97,4112.82,4661.03,4241.54,4261.03,4205.13,4305.64,4618.97,4389.74,1
4363.59,3996.92,4285.13,4138.97,4363.08,4640.51,4085.13,4616.41,4200.51,4266.15,4226.15,4302.56,4640,4413.85,1
4320.51,4045.13,4264.1,4125.13,4363.59,4628.21,4116.41,4628.21,4228.21,4248.21,4233.85,4295.9,4633.33,4374.36,1
4412.82,3982.05,4278.97,4108.21,4314.87,4578.97,4073.33,4617.95,4228.72,4263.59,4312.31,4346.15,4796.92,4526.15,1
4389.23,4092.82,4295.9,4156.41,4334.87,4598.97,4050.26,4603.59,4188.21,4196.92,4174.36,4290.26,4570.26,4407.18,1
4354.36,4017.95,4281.54,4134.36,4317.95,4599.49,4061.54,4620,4195.38,4234.87,4224.1,4292.82,4637.95,4420.51,1
4339.49,4011.28,4294.87,4138.97,4355.38,4633.85,4088.21,4613.85,4204.1,4248.21,4220.51,4301.54,4634.36,4390.26,1
4342.05,3976.41,4270.26,4102.05,4332.31,4624.62,4108.21,4634.87,4222.56,4245.13,4241.54,4320,4653.85,4404.62,1
4383.59,3994.87,4301.03,4138.97,4345.64,4623.08,4088.72,4612.82,4220,4272.82,4246.15,4319.49,4672.31,4452.31,1
4349.23,4052.82,4322.56,4171.79,4394.87,4672.82,4120.51,4643.08,4227.69,4267.69,4257.95,4319.49,4671.79,4427.18,1
4332.82,4017.95,4289.74,4151.79,4360,4637.95,4085.64,4624.1,4211.79,4240.51,4221.54,4297.95,4639.49,4382.05,1
4342.05,4071.28,4293.85,4151.28,4346.15,4625.13,4120,4622.05,4218.46,4229.23,4207.69,4302.05,4593.85,4383.59,1
4322.56,4049.23,4264.62,4127.69,4365.13,4634.87,4121.03,4625.64,4221.54,4250.77,4236.92,4298.97,4638.46,4376.92,1
4402.05,4078.46,4334.36,4201.54,4402.05,4669.74,4131.79,4676.92,4262.56,4288.21,4229.74,4334.36,4646.15,4426.67,1
4401.54,4091.28,4293.85,4152.31,4329.23,4602.05,4048.21,4587.18,4171.28,4191.28,4173.33,4286.15,4570.26,4413.85,1
4393.85,4063.59,4302.05,4167.69,4352.31,4617.44,4069.23,4584.1,4163.08,4209.74,4211.79,4303.08,4642.05,4425.64,1
4407.69,4047.18,4277.95,4125.13,4323.08,4604.1,4055.9,4610.26,4194.36,4237.44,4238.97,4303.08,4674.87,4472.31,1
4318.46,4025.13,4295.38,4166.67,4374.87,4648.72,4096.41,4635.9,4218.46,4237.95,4203.59,4296.92,4623.08,4377.95,1
4376.92,4047.69,4322.05,4186.67,4390.77,4661.03,4122.56,4668.21,4252.82,4264.62,4204.62,4323.59,4612.31,4403.59,1
4355.38,3984.62,4279.49,4115.9,4329.23,4614.36,4089.23,4634.36,4216.92,4235.38,4246.15,4325.13,4675.9,4429.74,1
4394.87,4020.51,4304.62,4129.74,4353.33,4631.28,4086.67,4635.9,4214.36,4265.13,4267.69,4330.77,4737.44,4493.85,1
4382.05,4011.79,4260,4124.62,4313.85,4603.59,4070.26,4600.51,4196.92,4246.15,4207.69,4304.62,4714.87,4472.31,1
4340.51,3921.54,4253.85,4064.62,4313.33,4596.92,4105.13,4646.67,4239.49,4275.38,4290.26,4326.67,4745.13,4453.85,1
4389.74,4075.9,4352.31,4210.77,4435.38,4704.1,4153.33,4688.21,4272.82,4312.31,4295.38,4356.92,4711.28,4462.05,1
4333.85,3964.62,4261.03,4089.74,4327.69,4601.54,4094.36,4622.05,4213.33,4245.13,4250.26,4295.9,4690.77,4431.79,1
4367.18,4017.95,4273.85,4116.92,4315.38,4602.05,4050.77,4618.46,4205.64,4243.08,4238.97,4304.62,4654.87,4443.08,1
4366.15,4004.62,4295.38,4121.54,4359.49,4635.9,4091.79,4642.56,4225.13,4277.95,4268.21,4317.44,4717.44,4465.64,1
4314.87,4025.64,4258.46,4137.95,4364.62,4635.9,4086.67,4628.72,4229.74,4280.51,4235.9,4283.08,4651.28,4380,1
4342.05,4074.36,4284.1,4152.82,4349.23,4627.18,4112.82,4611.28,4214.87,4233.33,4197.44,4290.77,4587.18,4385.13,1
4344.1,3973.33,4264.1,4100.51,4334.87,4620.51,4103.08,4631.28,4207.18,4232.82,4237.95,4314.36,4650.77,4407.69,1
4323.59,4054.36,4265.64,4138.97,4356.92,4626.67,4104.1,4629.23,4233.33,4249.23,4223.08,4287.69,4626.67,4373.85,1
4301.03,3978.97,4275.38,4123.08,4360.51,4639.49,4090.26,4653.33,4231.79,4261.54,4227.69,4288.72,4651.28,4398.46,1
4350.77,3988.21,4284.1,4137.95,4354.36,4631.79,4088.72,4615.9,4208.72,4255.9,4216.41,4297.95,4637.95,4399.49,1
4370.77,4049.74,4320,4182.05,4407.18,4681.54,4149.74,4667.18,4258.46,4288.72,4262.05,4330.26,4680,4429.23,1
4316.41,3905.64,4249.23,4058.46,4318.97,4603.08,4106.15,4656.92,4249.23,4276.92,4281.03,4323.59,4728.72,4433.33,1
4322.05,4007.18,4296.41,4140,4375.38,4655.9,4111.79,4652.31,4230.26,4246.15,4201.54,4304.62,4614.36,4377.44,1
4385.13,4033.85,4285.64,4127.18,4327.18,4615.38,4059.49,4624.1,4216.41,4255.38,4246.67,4311.79,4669.74,4458.46,1
4355.9,3985.13,4275.38,4103.08,4326.67,4591.79,4084.1,4619.49,4222.56,4249.74,4257.95,4310.77,4700,4450.26,1
4362.56,4047.18,4324.1,4193.33,4416.41,4684.1,4135.9,4661.03,4243.59,4283.08,4273.85,4332.31,4674.87,4417.44,1
4379.49,4031.28,4329.23,4187.69,4391.28,4671.79,4122.05,4671.79,4254.87,4269.23,4215.9,4331.28,4622.05,4409.23,1
4354.87,4041.03,4310.77,4167.69,4408.21,4682.05,4148.21,4683.08,4266.15,4293.85,4281.03,4321.03,4668.72,4417.44,1
4354.36,4054.87,4327.69,4172.31,4392.31,4665.64,4120,4648.21,4235.38,4278.97,4269.23,4331.28,4677.44,4435.38,1
4331.79,4054.36,4283.59,4138.97,4358.97,4621.03,4104.1,4623.08,4217.44,4231.79,4229.74,4302.56,4629.74,4384.1,1
4321.54,4044.1,4264.62,4122.56,4361.54,4633.33,4116.92,4633.33,4230.26,4253.85,4239.49,4294.36,4636.92,4371.28,1
4331.28,4051.79,4267.69,4115.38,4344.1,4633.33,4117.95,4630.77,4225.64,4250.26,4233.33,4300,4638.46,4386.67,1
4317.44,4023.08,4296.41,4167.69,4372.82,4646.15,4099.49,4641.03,4223.59,4240.51,4206.67,4298.97,4626.67,4377.95,1
4360.51,3981.54,4260.51,4124.62,4355.38,4611.28,4071.79,4607.69,4206.67,4242.56,4212.82,4286.67,4633.33,4420,1
4353.33,3991.28,4282.05,4111.79,4347.18,4626.15,4091.28,4610.26,4197.44,4251.28,4226.15,4302.56,4640,4414.36,1
4301.03,3986.67,4278.97,4134.36,4362.05,4637.44,4090.77,4640,4217.95,4255.9,4225.64,4286.15,4652.82,4395.9,1
4403.59,4018.97,4277.44,4137.44,4366.67,4608.21,4082.05,4593.33,4192.31,4246.15,4244.1,4309.23,4666.67,4471.79,1
4331.28,3914.87,4255.38,4061.03,4316.41,4598.97,4103.08,4644.1,4230.77,4269.23,4284.62,4328.72,4738.97,4450.26,1
4404.1,4031.28,4309.74,4136.92,4358.46,4630.26,4069.74,4626.67,4224.1,4278.46,4273.33,4331.28,4749.74,4506.15,1
4305.64,3981.03,4281.03,4125.13,4360,4639.49,4092.31,4648.21,4222.05,4265.64,4231.79,4294.87,4655.38,4403.08,1
4427.18,3990.26,4281.03,4107.18,4310.77,4574.87,4061.03,4608.21,4188.21,4238.97,4297.44,4343.08,4783.59,4530.77,1
4357.44,4046.15,4320.51,4173.33,4408.21,4683.59,4149.74,4682.05,4270.26,4293.33,4281.54,4328.21,4673.85,4418.46,1
4360,4000,4293.85,4120,4348.72,4632.82,4093.85,4617.44,4212.82,4261.54,4227.69,4306.15,4640.51,4417.95,1
4361.54,3982.56,4266.67,4127.69,4349.74,4600.51,4067.18,4589.23,4183.08,4230.26,4214.87,4295.38,4627.69,4421.54,1
4411.79,4118.97,4295.38,4158.46,4343.59,4604.62,4051.79,4581.03,4181.03,4206.67,4201.03,4299.49,4619.49,4438.97,1
4364.1,4053.33,4335.38,4198.97,4413.85,4690.77,4143.08,4681.03,4268.72,4300,4273.33,4331.28,4678.46,4426.15,1
4327.69,3911.79,4248.21,4065.13,4321.54,4606.15,4103.08,4650.26,4243.59,4271.79,4287.18,4329.74,4735.9,4446.67,1
4369.23,4026.67,4272.82,4121.03,4318.46,4608.21,4061.54,4614.87,4194.36,4250.77,4241.54,4304.1,4663.08,4436.92,1
4317.44,3963.59,4250.77,4111.28,4319.49,4597.95,4067.69,4618.97,4212.31,4261.03,4209.23,4299.49,4696.41,4414.36,1
4380.51,3997.44,4269.74,4124.1,4350.26,4599.49,4066.67,4584.1,4187.18,4242.05,4222.05,4297.95,4642.56,4440,1
4369.74,4002.56,4294.87,4141.54,4359.49,4642.05,4085.64,4641.03,4242.05,4273.85,4227.18,4311.28,4637.44,4418.46,1
4321.03,3934.36,4250.77,4075.9,4325.64,4607.18,4097.95,4637.95,4227.18,4262.56,4271.28,4321.54,4707.69,4422.05,1
4362.56,4049.74,4330.77,4198.46,4407.69,4687.69,4135.38,4666.67,4247.18,4288.72,4272.82,4332.31,4676.41,4428.72,1
4406.67,4096.92,4298.46,4156.92,4330.77,4601.03,4049.23,4595.38,4176.92,4194.36,4180,4296.92,4577.44,4421.03,1
4304.1,4043.59,4282.05,4145.13,4386.15,4660,4112.31,4675.9,4257.44,4282.56,4233.33,4304.1,4654.87,4375.9,1
4328.72,4010.77,4296.92,4141.54,4374.87,4655.9,4104.1,4648.72,4223.59,4243.08,4193.33,4300,4612.31,4374.87,1
4334.36,4036.92,4311.79,4171.28,4382.05,4656.41,4100,4647.69,4237.95,4254.87,4215.38,4313.85,4644.62,4394.87,1
4375.9,4024.62,4276.92,4117.95,4319.49,4600.51,4052.31,4614.36,4196.92,4245.64,4236.92,4309.74,4652.31,4443.08,1
4357.44,4001.03,4291.79,4137.44,4351.79,4623.59,4084.1,4620,4207.69,4251.79,4222.05,4306.67,4633.85,4410.77,1
4366.67,4035.38,4313.85,4186.67,4401.54,4674.87,4125.13,4662.05,4241.03,4256.41,4207.18,4316.92,4616.92,4395.9,1
4318.97,4027.18,4291.79,4163.08,4372.82,4644.62,4102.56,4633.33,4212.82,4240,4209.23,4289.23,4627.18,4378.46,1
4349.23,4073.33,4286.67,4152.31,4360.51,4630.26,4113.33,4613.33,4219.49,4232.82,4210.26,4301.54,4615.38,4390.77,1
4324.1,3993.33,4282.05,4122.56,4349.74,4632.31,4088.21,4625.13,4221.54,4255.38,4225.64,4295.38,4634.36,4389.74,1
4389.23,4053.85,4350.77,4191.28,4424.1,4703.59,4167.18,4690.77,4275.38,4310.77,4304.62,4360.51,4703.08,4465.13,1
4388.72,4106.15,4294.87,4152.31,4347.69,4614.87,4062.56,4595.9,4187.18,4201.54,4201.03,4293.33,4610.26,4415.9,1
4383.08,4032.82,4273.85,4118.97,4322.05,4607.69,4058.46,4608.72,4197.44,4242.56,4236.92,4300.51,4661.03,4454.36,1
4386.15,4058.46,4347.18,4203.08,4419.49,4696.41,4145.13,4682.56,4269.23,4305.13,4289.74,4347.18,4690.77,4452.82,1
4362.56,4035.38,4304.62,4177.95,4391.28,4672.31,4133.33,4662.56,4238.97,4266.67,4204.62,4314.87,4614.36,4394.87,1
4338.46,4031.79,4296.41,4150.77,4361.54,4637.44,4110.26,4627.69,4212.31,4243.08,4234.36,4303.59,4630.77,4404.62,1
4394.36,4025.64,4264.62,4140.51,4350.26,4615.9,4075.9,4588.21,4183.59,4241.03,4232.82,4299.49,4654.87,4451.28,1
4342.05,3986.67,4280.51,4122.56,4349.74,4631.79,4092.31,4616.41,4210.26,4251.28,4217.95,4295.38,4627.69,4395.9,1
4394.87,4029.23,4279.49,4133.33,4347.69,4625.64,4078.46,4613.85,4210.26,4272.82,4238.46,4304.62,4680.51,4448.21,1
4385.64,4064.1,4347.69,4202.56,4425.13,4701.03,4150.77,4686.15,4264.62,4303.08,4293.85,4357.95,4701.03,4452.31,1
4384.62,4052.31,4327.69,4187.69,4394.36,4667.69,4126.67,4669.74,4255.38,4272.82,4210.77,4327.18,4625.13,4409.74,1
4362.56,3990.77,4280,4135.38,4314.87,4599.49,4066.15,4595.38,4178.97,4222.56,4191.79,4298.46,4661.54,4431.79,1
4325.13,4015.9,4288.21,4142.56,4360.51,4628.21,4095.38,4630.77,4205.13,4239.49,4222.56,4297.44,4627.18,4394.87,1
4326.67,4022.56,4280,4138.46,4353.85,4622.05,4091.79,4618.46,4209.23,4238.97,4223.59,4285.64,4631.28,4400,1
4361.03,4038.97,4315.9,4174.36,4407.69,4682.05,4141.03,4671.28,4246.15,4288.72,4276.92,4324.62,4672.31,4420.51,1
4296.41,4040.51,4253.33,4124.1,4341.54,4618.46,4075.38,4601.03,4183.59,4204.1,4197.44,4268.72,4598.46,4342.56,0
4291.28,3994.36,4247.18,4102.56,4328.21,4616.41,4057.44,4622.56,4198.46,4227.69,4190.77,4260.51,4593.33,4337.95,1
4299.49,4019.49,4269.74,4116.41,4344.1,4635.38,4067.18,4627.18,4211.28,4233.33,4202.56,4280.51,4596.92,4350.26,2
4280,4004.62,4263.59,4120.51,4323.59,4603.08,4040.51,4589.23,4174.87,4212.82,4192.82,4271.79,4608.72,4344.1,3
4317.44,3968.72,4260.51,4101.54,4341.54,4600.51,4071.28,4607.69,4191.28,4231.28,4199.49,4282.05,4592.31,4372.82,4
4298.46,4003.59,4260,4121.03,4321.03,4602.56,4071.79,4591.28,4180,4212.82,4148.72,4281.54,4605.64,4355.9,5
4305.64,4007.18,4270.77,4131.79,4330.26,4608.21,4056.92,4608.72,4187.69,4225.64,4215.9,4276.92,4616.92,4362.05,6
4294.36,3994.36,4248.72,4111.28,4346.67,4623.08,4058.97,4591.79,4187.18,4227.69,4208.21,4264.1,4606.67,4361.54,7
4278.46,3985.64,4248.72,4105.13,4345.13,4621.54,4071.79,4615.9,4190.26,4223.59,4195.38,4265.13,4603.08,4338.97,8
4324.1,4022.05,4295.38,4137.95,4373.33,4654.36,4106.67,4653.85,4238.97,4261.54,4231.28,4309.74,4653.33,4393.85,9
4331.28,3992.31,4275.38,4122.05,4360.51,4634.36,4090.26,4640,4213.85,4259.49,4236.41,4290.26,4674.87,4423.59,10
4335.38,4023.08,4262.05,4134.87,4334.87,4598.97,4061.03,4578.97,4174.87,4213.33,4190.26,4275.38,4604.1,4391.28,11
4329.74,3978.97,4276.92,4115.38,4347.69,4621.03,4088.72,4616.92,4205.13,4238.97,4204.62,4287.69,4614.36,4376.92,12
4312.31,4001.03,4264.1,4126.67,4323.08,4633.33,4074.87,4628.72,4204.62,4236.41,4216.92,4293.85,4621.54,4370.26,13
4367.18,4051.28,4320,4181.03,4402.05,4674.87,4129.23,4673.85,4256.41,4278.97,4236.41,4322.05,4650.77,4411.79,14
4347.18,4042.05,4282.56,4123.59,4340,4616.92,4081.54,4602.56,4185.13,4231.79,4206.15,4297.95,4605.64,4384.1,15
4280,3993.33,4260,4091.28,4342.05,4620.51,4077.95,4615.38,4200,4228.72,4209.23,4271.79,4599.49,4346.67,16
4296.92,4005.13,4262.05,4112.31,4343.08,4615.38,4046.67,4610.26,4197.95,4228.21,4205.64,4266.15,4606.67,4341.54,17
4284.62,3988.21,4250.26,4096.92,4334.36,4608.72,4057.95,4611.28,4198.46,4227.69,4195.9,4278.46,4586.67,4348.72,18
4274.36,3981.54,4250.26,4102.05,4329.23,4622.56,4057.44,4640.51,4218.46,4226.67,4182.05,4271.28,4554.87,4331.28,19
4280,3994.87,4259.49,4113.85,4344.62,4622.05,4086.15,4615.9,4190.77,4229.23,4205.13,4267.18,4593.85,4350.77,20
4307.18,4037.95,4277.95,4153.33,4356.41,4623.59,4078.97,4596.41,4177.44,4214.36,4197.44,4269.23,4577.44,4355.9,21
4290.26,3972.82,4254.36,4102.56,4333.33,4619.49,4073.85,4623.08,4223.08,4244.1,4212.31,4277.44,4631.28,4370.77,22
4296.41,4047.69,4260.51,4133.33,4345.13,4619.49,4068.21,4595.38,4190.77,4205.64,4190.26,4263.59,4603.59,4347.18,23
4298.46,4012.82,4244.62,4131.28,4342.56,4626.15,4085.13,4599.49,4185.13,4239.49,4194.87,4279.49,4599.49,4374.36,24
4287.69,3983.59,4244.62,4098.46,4340,4621.03,4055.38,4596.41,4193.85,4228.72,4208.21,4265.64,4608.72,4353.85,25
4286.67,4003.59,4264.1,4123.59,4347.18,4616.41,4062.05,4623.08,4203.59,4237.44,4200,4279.49,4606.15,4354.36,26
4286.15,4000,4265.13,4121.03,4325.64,4615.38,4078.97,4612.31,4193.85,4220.51,4194.87,4275.9,4598.97,4347.18,27
4312.31,3976.41,4253.85,4136.41,4334.36,4615.9,4066.15,4601.54,4194.36,4222.56,4177.44,4279.49,4612.82,4383.08,28
4307.18,3995.9,4266.67,4122.05,4341.03,4635.9,4062.05,4615.38,4209.23,4241.54,4222.05,4281.03,4611.79,4368.72,29
4385.13,4088.72,4344.62,4197.95,4420.51,4714.87,4140,4697.95,4285.13,4328.21,4297.44,4363.59,4695.38,4450.77,30
4298.97,3994.36,4263.59,4121.54,4321.03,4615.9,4072.82,4617.44,4198.97,4226.67,4191.79,4282.05,4610.77,4369.74,31
4316.92,4039.49,4266.67,4125.13,4350.26,4626.15,4112.82,4626.67,4219.49,4233.33,4221.54,4292.82,4621.54,4363.59,32
4272.82,3999.49,4249.74,4113.33,4346.15,4607.18,4070.26,4603.59,4183.59,4227.69,4197.44,4281.03,4622.56,4345.64,33
4334.87,4041.54,4314.36,4150.26,4363.08,4656.41,4095.38,4638.46,4217.95,4258.97,4227.18,4291.79,4630.77,4383.08,34
4305.13,4025.64,4261.54,4137.44,4326.15,4600.51,4047.18,4578.46,4163.59,4183.59,4167.69,4258.46,4564.1,4350.26,35
4291.28,3996.92,4254.36,4096.92,4337.95,4617.95,4101.54,4629.23,4219.49,4228.21,4189.23,4291.79,4617.44,4357.95,36
4298.97,4016.92,4261.03,4123.08,4335.38,4607.18,4051.28,4613.33,4185.13,4227.69,4209.23,4274.87,4586.15,4364.62,37
4300,3997.44,4266.15,4130.77,4347.69,4617.44,4056.92,4608.72,4202.56,4235.9,4205.13,4276.41,4607.18,4370.77,38
4298.97,4002.05,4259.49,4120.51,4327.69,4618.46,4055.38,4611.79,4201.54,4244.1,4212.82,4285.64,4615.38,4359.49,39
4335.9,4024.62,4281.03,4144.1,4336.41,4591.28,4088.72,4616.41,4202.05,4233.33,4211.79,4274.87,4631.28,4385.64,40
4312.31,4016.41,4246.67,4123.08,4342.05,4629.23,4090.77,4608.72,4203.08,4250.77,4208.21,4285.64,4610.77,4383.08,41
4272.31,3985.64,4252.82,4104.62,4327.18,4613.33,4082.56,4616.92,4204.1,4220.51,4189.74,4271.79,4574.87,4320,42
4288.72,4020,4259.49,4121.03,4345.13,4632.82,4068.72,4609.74,4183.08,4213.85,4162.56,4261.03,4587.69,4350.77,43
4290.77,3997.44,4266.67,4121.03,4338.46,4612.82,4055.9,4604.62,4190.77,4228.21,4167.18,4273.33,4598.46,4347.69,44
4281.54,3992.82,4254.36,4107.18,4335.38,4620.51,4055.38,4613.85,4199.49,4232.31,4167.18,4265.13,4596.92,4351.28,45
4348.72,4043.08,4343.59,4154.87,4368.21,4662.05,4106.15,4649.74,4228.21,4272.82,4258.46,4323.08,4658.46,4405.13,46
4323.08,4017.95,4287.69,4136.41,4367.69,4656.92,4088.72,4640,4220,4261.54,4243.08,4307.69,4633.33,4388.21,47
4311.79,4018.97,4257.44,4113.85,4343.08,4623.08,4108.72,4621.54,4228.72,4240,4209.23,4280,4623.59,4365.64,48
4316.41,4008.72,4277.95,4134.87,4347.18,4607.18,4052.31,4613.33,4203.08,4243.08,4207.69,4283.08,4622.05,4377.95,49
4286.15,4019.49,4248.72,4123.59,4344.62,4612.82,4070.77,4603.59,4178.97,4222.56,4193.85,4245.64,4580.51,4345.13,50
4203.59,3965.13,4216.92,4108.72,4335.38,4616.92,4079.49,4613.33,4193.85,4201.03,4140,4231.79,4523.59,4264.1,51
4313.85,4017.44,4269.23,4108.72,4334.36,4600,4039.49,4592.82,4185.64,4223.59,4205.13,4275.38,4617.44,4363.08,52
4268.72,3991.79,4249.74,4109.74,4333.33,4609.23,4058.46,4611.28,4195.9,4213.33,4178.97,4260.51,4576.41,4323.08,53
4273.33,3986.67,4248.21,4102.56,4335.38,4614.36,4052.82,4597.44,4189.23,4223.59,4197.95,4267.18,4606.15,4338.97,54
4313.33,4026.67,4267.18,4137.44,4339.49,4622.05,4062.05,4620,4217.44,4240,4208.21,4283.08,4628.21,4383.08,55
4340,4004.1,4275.9,4125.13,4320,4607.69,4060.51,4608.72,4189.23,4224.1,4207.69,4287.18,4607.18,4397.95,56
4303.08,4017.44,4247.69,4109.74,4329.23,4593.33,4077.44,4610.77,4192.31,4223.08,4191.79,4272.31,4606.15,4365.13,57
4283.59,3995.38,4245.64,4116.92,4330.26,4615.9,4053.85,4602.56,4201.54,4223.08,4198.46,4270.26,4617.95,4344.1,58
4343.08,4045.13,4282.05,4141.03,4334.87,4612.82,4065.64,4626.67,4201.54,4230.26,4201.54,4294.36,4624.1,4396.92,59
4318.46,3994.36,4278.46,4131.79,4338.46,4607.18,4070.77,4623.59,4207.18,4236.92,4204.62,4296.41,4594.87,4372.31,60
4243.08,4000.51,4236.92,4100.51,4344.1,4622.56,4065.64,4620.51,4186.15,4223.08,4174.87,4247.69,4546.67,4288.72,61
4372.82,4003.59,4292.31,4127.18,4357.95,4629.74,4088.72,4633.33,4211.28,4270.26,4267.69,4321.54,4727.69,4476.92,62
4291.79,4009.74,4264.1,4123.59,4337.95,4617.44,4074.36,4617.44,4220.51,4228.21,4196.41,4274.36,4591.28,4341.03,63
4287.18,4009.23,4247.18,4121.54,4330.77,4615.9,4081.03,4612.31,4206.15,4240.51,4194.36,4258.46,4595.38,4326.15,64
4295.9,4009.74,4251.28,4121.54,4332.82,4627.18,4081.03,4609.74,4206.15,4237.95,4201.03,4277.95,4602.56,4370.77,65
4276.92,4028.72,4249.23,4132.31,4332.31,4620.51,4107.69,4605.13,4191.28,4188.21,4153.85,4257.95,4525.64,4305.13,66
4325.64,4017.44,4299.49,4153.85,4388.72,4667.69,4120.51,4660.51,4246.67,4253.33,4203.59,4300.51,4621.54,4384.62,67
4327.18,4046.67,4269.23,4140.51,4363.59,4636.92,4080.51,4601.54,4203.59,4236.92,4209.23,4283.08,4610.77,4372.82,68
4271.79,4050.26,4250.26,4142.05,4338.46,4616.41,4051.79,4600,4173.33,4187.18,4160,4252.82,4556.41,4309.23,69
4296.92,4003.08,4252.82,4120.51,4324.62,4601.03,4053.85,4592.31,4185.64,4198.46,4173.33,4263.59,4571.28,4349.74,70
